orig_row,topic,prob_max,text
189,1,1.0,"Prompt engineering is a relatively new field of research that refers to the practice of designing, refining, and implementing prompts or instructions that guide the output of large language models (LLMs) to help in various tasks. With the emergence of LLMs, the most popular one being ChatGPT that has attracted the attention of over a 100 million users in only 2 months, artificial intelligence (AI), especially generative AI, has become accessible for the masses. This is an unprecedented paradigm shift not only because of the use of AI becoming more widespread but also due to the possible implications of LLMs in health care. As more patients and medical professionals use AI-based tools, LLMs being the most popular representatives of that group, it seems inevitable to address the challenge to improve this skill. This paper summarizes the current state of research about prompt engineering and, at the same time, aims at providing practical recommendations for the wide range of health care professionals to improve their interactions with LLMs. © 2023 Elsevier B.V., All rights reserved."
190,-1,0.3545441088797069,"Background: The ongoing COVID-19 pandemic has highlighted the potential of digital health solutions to adapt the organization of care in a crisis context. Objective: Our aim was to describe the relationship between the MyRISK score, derived from self-reported data collected by a chatbot before the preanesthetic consultation, and the occurrence of postoperative complications. Methods: This was a single-center prospective observational study that included 401 patients. The 16 items composing the MyRISK score were selected using the Delphi method. An algorithm was used to stratify patients with low (green), intermediate (orange), and high (red) risk. The primary end point concerned postoperative complications occurring in the first 6 months after surgery (composite criterion), collected by telephone and by consulting the electronic medical database. A logistic regression analysis was carried out to identify the explanatory variables associated with the complications. A machine learning model was trained to predict the MyRISK score using a larger data set of 1823 patients classified as green or red to reclassify individuals classified as orange as either modified green or modified red. User satisfaction and usability were assessed. Results: Of the 389 patients analyzed for the primary end point, 16 (4.1%) experienced a postoperative complication. A red score was independently associated with postoperative complications (odds ratio 5.9, 95% CI 1.5-22.3; P=.009). A modified red score was strongly correlated with postoperative complications (odds ratio 21.8, 95% CI 2.8-171.5; P=.003) and predicted postoperative complications with high sensitivity (94%) and high negative predictive value (99%) but with low specificity (49%) and very low positive predictive value (7%; area under the receiver operating characteristic curve=0.71). Patient satisfaction numeric rating scale and system usability scale median scores were 8.0 (IQR 7.0-9.0) out of 10 and 90.0 (IQR 82.5-95.0) out of 100, respectively. Conclusions: The MyRISK digital perioperative risk score established before the preanesthetic consultation was independently associated with the occurrence of postoperative complications. Its negative predictive strength was increased using a machine learning model to reclassify patients identified as being at intermediate risk. This reliable numerical categorization could be used to objectively refer patients with low risk to teleconsultation. © 2023 Elsevier B.V., All rights reserved."
191,1,0.7966886115196484,"Background: Artificial intelligence (AI) has gained tremendous popularity recently, especially the use of natural language processing (NLP). ChatGPT is a state-of-the-art chatbot capable of creating natural conversations using NLP. The use of AI in medicine can have a tremendous impact on health care delivery. Although some studies have evaluated ChatGPT’s accuracy in self-diagnosis, there is no research regarding its precision and the degree to which it recommends medical consultations. Objective: The aim of this study was to evaluate ChatGPT’s ability to accurately and precisely self-diagnose common orthopedic diseases, as well as the degree of recommendation it provides for medical consultations. Methods: Over a 5-day course, each of the study authors submitted the same questions to ChatGPT. The conditions evaluated were carpal tunnel syndrome (CTS), cervical myelopathy (CM), lumbar spinal stenosis (LSS), knee osteoarthritis (KOA), and hip osteoarthritis (HOA). Answers were categorized as either correct, partially correct, incorrect, or a differential diagnosis. The percentage of correct answers and reproducibility were calculated. The reproducibility between days and raters were calculated using the Fleiss κ coefficient. Answers that recommended that the patient seek medical attention were recategorized according to the strength of the recommendation as defined by the study. Results: The ratios of correct answers were 25/25, 1/25, 24/25, 16/25, and 17/25 for CTS, CM, LSS, KOA, and HOA, respectively. The ratios of incorrect answers were 23/25 for CM and 0/25 for all other conditions. The reproducibility between days was 1.0, 0.15, 0.7, 0.6, and 0.6 for CTS, CM, LSS, KOA, and HOA, respectively. The reproducibility between raters was 1.0, 0.1, 0.64, –0.12, and 0.04 for CTS, CM, LSS, KOA, and HOA, respectively. Among the answers recommending medical attention, the phrases “essential,” “recommended,” “best,” and “important” were used. Specifically, “essential” occurred in 4 out of 125, “recommended” in 12 out of 125, “best” in 6 out of 125, and “important” in 94 out of 125 answers. Additionally, 7 out of the 125 answers did not include a recommendation to seek medical attention. Conclusions: The accuracy and reproducibility of ChatGPT to self-diagnose five common orthopedic conditions were inconsistent. The accuracy could potentially be improved by adding symptoms that could easily identify a specific location. Only a few answers were accompanied by a strong recommendation to seek medical attention according to our study standards. Although ChatGPT could serve as a potential first step in accessing care, we found variability in accurate self-diagnosis. Given the risk of harm with self-diagnosis without medical follow-up, it would be prudent for an NLP to include clear language alerting patients to seek expert medical opinions. We hope to shed further light on the use of AI in a future clinical study. © 2023 Elsevier B.V., All rights reserved."
192,0,0.4228344881362147,"Background: The current paper details findings from Elena+: Care for COVID-19, an app developed to tackle the collateral damage of lockdowns and social distancing, by offering pandemic lifestyle coaching across seven health areas: anxiety, loneliness, mental resources, sleep, diet and nutrition, physical activity, and COVID-19 information. Methods: The Elena+ app functions as a single-arm interventional study, with participants recruited predominantly via social media. We used paired samples T-tests and within subjects ANOVA to examine changes in health outcome assessments and user experience evaluations over time. To investigate the mediating role of behavioral activation (i.e., users setting behavioral intentions and reporting actual behaviors) we use mixed-effect regression models. Free-text entries were analyzed qualitatively. Results: Results show strong demand for publicly available lifestyle coaching during the pandemic, with total downloads (N = 7′135) and 55.8% of downloaders opening the app (n = 3,928) with 9.8% completing at least one subtopic (n = 698). Greatest areas of health vulnerability as assessed with screening measures were physical activity with 62% (n = 1,000) and anxiety with 46.5% (n = 760). The app was effective in the treatment of mental health; with a significant decrease in depression between first (14 days), second (28 days), and third (42 days) assessments: F<inf>2,38</inf> = 7.01, p = 0.003, with a large effect size (η2G = 0.14), and anxiety between first and second assessments: t<inf>54</inf> = 3.7, p = <0.001 with a medium effect size (Cohen d = 0.499). Those that followed the coaching program increased in net promoter score between the first and second assessment: t<inf>36</inf> = 2.08, p = 0.045 with a small to medium effect size (Cohen d = 0.342). Mediation analyses showed that while increasing number of subtopics completed increased behavioral activation (i.e., match between behavioral intentions and self-reported actual behaviors), behavioral activation did not mediate the relationship to improvements in health outcome assessments. Conclusions: Findings show that: (i) there is public demand for chatbot led digital coaching, (ii) such tools can be effective in delivering treatment success, and (iii) they are highly valued by their long-term user base. As the current intervention was developed at rapid speed to meet the emergency pandemic context, the future looks bright for other public health focused chatbot-led digital health interventions. © 2023 Elsevier B.V., All rights reserved."
193,3,0.3485161449131233,[No abstract available] Brave (in a) new world: an ethical perspective on chatbots for medical advice Chatbot; Chatgpt; Confidentiality And Privacy; Ethics; Hallucination; Medical Advice; Risks
194,0,0.4093673457131379,"Background: Mental health status assessment is mostly limited to clinical or research settings, but recent technological advances provide new opportunities for measurement using more ecological approaches. Leveraging apps already in use by individuals on their smartphones, such as chatbots, could be a useful approach to capture subjective reports of mood in the moment. Objective: This study aimed to describe the development and implementation of the Identifying Depression Early in Adolescence Chatbot (IDEABot), a WhatsApp-based tool designed for collecting intensive longitudinal data on adolescents’ mood. Methods: The IDEABot was developed to collect data from Brazilian adolescents via WhatsApp as part of the Identifying Depression Early in Adolescence Risk Stratified Cohort (IDEA-RiSCo) study. It supports the administration and collection of self-reported structured items or questionnaires and audio responses. The development explored WhatsApp’s default features, such as emojis and recorded audio messages, and focused on scripting relevant and acceptable conversations. The IDEABot supports 5 types of interactions: textual and audio questions, administration of a version of the Short Mood and Feelings Questionnaire, unprompted interactions, and a snooze function. Six adolescents (n=4, 67% male participants and n=2, 33% female participants) aged 16 to 18 years tested the initial version of the IDEABot and were engaged to codevelop the final version of the app. The IDEABot was subsequently used for data collection in the second- and third-year follow-ups of the IDEA-RiSCo study. Results: The adolescents assessed the initial version of the IDEABot as enjoyable and made suggestions for improvements that were subsequently implemented. The IDEABot’s final version follows a structured script with the choice of answer based on exact text matches throughout 15 days. The implementation of the IDEABot in 2 waves of the IDEA-RiSCo sample (140 and 132 eligible adolescents in the second- and third-year follow-ups, respectively) evidenced adequate engagement indicators, with good acceptance for using the tool (113/140, 80.7% and 122/132, 92.4% for second- and third-year follow-up use, respectively), low attrition (only 1/113, 0.9% and 1/122, 0.8%, respectively, failed to engage in the protocol after initial interaction), and high compliance in terms of the proportion of responses in relation to the total number of elicited prompts (12.8, SD 3.5; 91% out of 14 possible interactions and 10.57, SD 3.4; 76% out of 14 possible interactions, respectively). Conclusions: The IDEABot is a frugal app that leverages an existing app already in daily use by our target population. It follows a simple rule-based approach that can be easily tested and implemented in diverse settings and possibly diminishes the burden of intensive data collection for participants by repurposing WhatsApp. In this context, the IDEABot appears as an acceptable and potentially scalable tool for gathering momentary information that can enhance our understanding of mood fluctuations and development. © 2023 Elsevier B.V., All rights reserved."
195,3,1.0,"Background: Genetic testing has become an integrated part of health care for patients with breast or ovarian cancer, and the increasing demand for genetic testing is accompanied by an increasing need for easy access to reliable genetic information for patients. Therefore, we developed a chatbot app (Rosa) that is able to perform humanlike digital conversations about genetic BRCA testing. Objective: Before implementing this new information service in daily clinical practice, we wanted to explore 2 aspects of chatbot use: the perceived utility and trust in chatbot technology among healthy patients at risk of hereditary cancer and how interaction with a chatbot regarding sensitive information about hereditary cancer influences patients. Methods: Overall, 175 healthy individuals at risk of hereditary breast and ovarian cancer were invited to test the chatbot, Rosa, before and after genetic counseling. To secure a varied sample, participants were recruited from all cancer genetic clinics in Norway, and the selection was based on age, gender, and risk of having a BRCA pathogenic variant. Among the 34.9% (61/175) of participants who consented for individual interview, a selected subgroup (16/61, 26%) shared their experience through in-depth interviews via video. The semistructured interviews covered the following topics: usability, perceived usefulness, trust in the information received via the chatbot, how Rosa influenced the user, and thoughts about future use of digital tools in health care. The transcripts were analyzed using the stepwise-deductive inductive approach. Results: The overall finding was that the chatbot was very welcomed by the participants. They appreciated the 24/7 availability wherever they were and the possibility to use it to prepare for genetic counseling and to repeat and ask questions about what had been said afterward. As Rosa was created by health care professionals, they also valued the information they received as being medically correct. Rosa was referred to as being better than Google because it provided specific and reliable answers to their questions. The findings were summed up in 3 concepts: “Anytime, anywhere”; “In addition, not instead”; and “Trustworthy and true.” All participants (16/16) denied increased worry after reading about genetic testing and hereditary breast and ovarian cancer in Rosa. Conclusions: Our results indicate that a genetic information chatbot has the potential to contribute to easy access to uniform information for patients at risk of hereditary breast and ovarian cancer, regardless of geographical location. The 24/7 availability of quality-assured information, tailored to the specific situation, had a reassuring effect on our participants. It was consistent across concepts that Rosa was a tool for preparation and repetition; however, none of the participants (0/16) supported that Rosa could replace genetic counseling if hereditary cancer was confirmed. This indicates that a chatbot can be a well-suited digital companion to genetic counseling. © 2023 Elsevier B.V., All rights reserved."
196,5,0.48813583393008203,"Background: Health literacy is low among patients with chronic liver disease (CLD) and associated with poor health outcomes and increased health care use. Lucy LiverBot, an artificial intelligence chatbot was created by a multidisciplinary team at Monash Health, Australia, to improve health literacy and self-efficacy in patients with decompensated CLD. Objective: The aim of this study was to explore users’ experience with Lucy LiverBot using an unmoderated, in-person, qualitative test. Methods: Lucy LiverBot is a simple, low cost, and scalable digital intervention, which was at the beta prototype development phase at the time of usability testing. The concept and prototype development was realized in 2 phases: concept development and usability testing. We conducted a mixed methods study to assess usability of Lucy LiverBot as a tool for health literacy education among ambulatory and hospitalized patients with decompensated CLD at Monash Health. Patients were provided with free reign to interact with Lucy LiverBot on an iPad device under moderator observation. A 3-part survey (preuser, user, and postuser) was developed using the Unified Acceptance Theory Framework to capture the user experience. Results: There were 20 participants with a median age of 55.5 (IQR 46.0-60.5) years, 55% (n=11) of them were female, and 85% (n=17) of them were White. In total, 35% (n=7) of them reported having difficulty reading and understanding written medical information. Alcohol was the predominant etiology in 70% (n=14) of users. Participants actively engaged with Lucy LiverBot and identified it as a potential educational tool and device that could act as a social companion to improve well-being. In total, 25% (n=5) of them reported finding it difficult to learn about their health problems and 20% (n=4) of them found it difficult to find medical information they could trust. Qualitative interviews revealed the conversational nature of Lucy LiverBot was considered highly appealing with improvement in mental health and well-being reported as an unintended benefit of Lucy LiverBot. Patients who had been managing their liver cirrhosis for several years identified that they would be less likely to use Lucy LiverBot, but that it would have been more useful at the time of their diagnosis. Overall, Lucy LiverBot was perceived as a reliable and trustworthy source of information. Conclusions: Lucy LiverBot was well received and may be used to improve health literacy and address barriers to health care provision in patients with decompensated CLD. The study revealed important feedback that has been used to further optimize Lucy LiverBot. Further acceptability and validation studies are being undertaken to investigate whether Lucy LiverBot can improve clinical outcomes and health related quality of life in patients with decompensated CLD. © 2023 Elsevier B.V., All rights reserved."
197,1,0.7288606534810319,"Background: Large language model (LLM)–based artificial intelligence chatbots direct the power of large training data sets toward successive, related tasks as opposed to single-ask tasks, for which artificial intelligence already achieves impressive performance. The capacity of LLMs to assist in the full scope of iterative clinical reasoning via successive prompting, in effect acting as artificial physicians, has not yet been evaluated. Objective: This study aimed to evaluate ChatGPT’s capacity for ongoing clinical decision support via its performance on standardized clinical vignettes. Methods: We inputted all 36 published clinical vignettes from the Merck Sharpe & Dohme (MSD) Clinical Manual into ChatGPT and compared its accuracy on differential diagnoses, diagnostic testing, final diagnosis, and management based on patient age, gender, and case acuity. Accuracy was measured by the proportion of correct responses to the questions posed within the clinical vignettes tested, as calculated by human scorers. We further conducted linear regression to assess the contributing factors toward ChatGPT’s performance on clinical tasks. Results: ChatGPT achieved an overall accuracy of 71.7% (95% CI 69.3%-74.1%) across all 36 clinical vignettes. The LLM demonstrated the highest performance in making a final diagnosis with an accuracy of 76.9% (95% CI 67.8%-86.1%) and the lowest performance in generating an initial differential diagnosis with an accuracy of 60.3% (95% CI 54.2%-66.6%). Compared to answering questions about general medical knowledge, ChatGPT demonstrated inferior performance on differential diagnosis (β=–15.8%; P<.001) and clinical management (β=–7.4%; P=.02) question types. Conclusions: ChatGPT achieves impressive accuracy in clinical decision-making, with increasing strength as it gains more clinical information at its disposal. In particular, ChatGPT demonstrates the greatest accuracy in tasks of final diagnosis as compared to initial diagnosis. Limitations include possible model hallucinations and the unclear composition of ChatGPT’s training data set. © 2023 Elsevier B.V., All rights reserved."
198,0,0.3935215021563685,"Background: The prevalence of child and adolescent mental health issues is increasing faster than the number of services available, leading to a shortfall. Mental health chatbots are a highly scalable method to address this gap. Manage Your Life Online (MYLO) is an artificially intelligent chatbot that emulates the method of levels therapy. Method of levels is a therapy that uses curious questioning to support the sustained awareness and exploration of current problems. Objective: This study aimed to assess the feasibility and acceptability of a co-designed interface for MYLO in young people aged 16 to 24 years with mental health problems. Methods: An iterative co-design phase occurred over 4 months, in which feedback was elicited from a group of young people (n=7) with lived experiences of mental health issues. This resulted in the development of a progressive web application version of MYLO that could be used on mobile phones. We conducted a case series to assess the feasibility and acceptability of MYLO in 13 young people over 2 weeks. During this time, the participants tested MYLO and completed surveys including clinical outcomes and acceptability measures. We then conducted focus groups and interviews and used thematic analysis to obtain feedback on MYLO and identify recommendations for further improvements. Results: Most participants were positive about their experience of using MYLO and would recommend MYLO to others. The participants enjoyed the simplicity of the interface, found it easy to use, and rated it as acceptable using the System Usability Scale. Inspection of the use data found evidence that MYLO can learn and adapt its questioning in response to user input. We found a large effect size for the decrease in participants’ problem-related distress and a medium effect size for the increase in their self-reported tendency to resolve goal conflicts (the proposed mechanism of change) in the testing phase. Some patients also experienced a reliable change in their clinical outcome measures over the 2 weeks. Conclusions: We established the feasibility and acceptability of MYLO. The initial outcomes suggest that MYLO has the potential to support the mental health of young people and help them resolve their own problems. We aim to establish whether the use of MYLO leads to a meaningful reduction in participants’ symptoms of depression and anxiety and whether these are maintained over time by conducting a randomized controlled evaluation trial. © 2024 Elsevier B.V., All rights reserved."
199,-1,0.20325916258434384,"The launch of OpenAI’s GPT-3 model in June 2020 began a new era for conversational chatbots. While there are chatbots that do not use artificial intelligence (AI), conversational chatbots integrate AI language models that allow for back-and-forth conversation between an AI system and a human user. GPT-3, since upgraded to GPT-4, harnesses a natural language processing technique called sentence embedding and allows for conversations with users that are more nuanced and realistic than before. The launch of this model came in the first few months of the COVID-19 pandemic, where increases in health care needs globally combined with social distancing measures made virtual medicine more relevant than ever. GPT-3 and other conversational models have been used for a wide variety of medical purposes, from providing basic COVID-19–related guidelines to personalized medical advice and even prescriptions. The line between medical professionals and conversational chatbots is somewhat blurred, notably in hard-to-reach communities where the chatbot replaced face-to-face health care. Considering these blurred lines and the circumstances accelerating the adoption of conversational chatbots globally, we analyze the use of these tools from an ethical perspective. Notably, we map out the many types of risks in the use of conversational chatbots in medicine to the principles of medical ethics. In doing so, we propose a framework for better understanding the effects of these chatbots on both patients and the medical field more broadly, with the hope of informing safe and appropriate future developments. © 2023 Elsevier B.V., All rights reserved."
200,0,0.8720551644241978,"Background: Mental disorders cause substantial health-related burden worldwide. Mobile health interventions are increasingly being used to promote mental health and well-being, as they could improve access to treatment and reduce associated costs. Behavior change is an important feature of interventions aimed at improving mental health and well-being. There is a need to discern the active components that can promote behavior change in such interventions and ultimately improve users’ mental health. Objective: This study systematically identified mental health conversational agents (CAs) currently available in app stores and assessed the behavior change techniques (BCTs) used. We further described their main features, technical aspects, and quality in terms of engagement, functionality, esthetics, and information using the Mobile Application Rating Scale. Methods: The search, selection, and assessment of apps were adapted from a systematic review methodology and included a search, 2 rounds of selection, and an evaluation following predefined criteria. We conducted a systematic app search of Apple’s App Store and Google Play using 42matters. Apps with CAs in English that uploaded or updated from January 2020 and provided interventions aimed at improving mental health and well-being and the assessment or management of mental disorders were tested by at least 2 reviewers. The BCT taxonomy v1, a comprehensive list of 93 BCTs, was used to identify the specific behavior change components in CAs. Results: We found 18 app-based mental health CAs. Most CAs had <1000 user ratings on both app stores (12/18, 67%) and targeted several conditions such as stress, anxiety, and depression (13/18, 72%). All CAs addressed >1 mental disorder. Most CAs (14/18, 78%) used cognitive behavioral therapy (CBT). Half (9/18, 50%) of the CAs identified were rule based (ie, only offered predetermined answers) and the other half (9/18, 50%) were artificial intelligence enhanced (ie, included open-ended questions). CAs used 48 different BCTs and included on average 15 (SD 8.77; range 4-30) BCTs. The most common BCTs were 3.3 “Social support (emotional),” 4.1 “Instructions for how to perform a behavior,” 11.2 “Reduce negative emotions,” and 6.1 “Demonstration of the behavior.” One-third (5/14, 36%) of the CAs claiming to be CBT based did not include core CBT concepts. Conclusions: Mental health CAs mostly targeted various mental health issues such as stress, anxiety, and depression, reflecting a broad intervention focus. The most common BCTs identified serve to promote the self-management of mental disorders with few therapeutic elements. CA developers should consider the quality of information, user confidentiality, access, and emergency management when designing mental health CAs. Future research should assess the role of artificial intelligence in promoting behavior change within CAs and determine the choice of BCTs in evidence-based psychotherapies to enable systematic, consistent, and transparent development and evaluation of effective digital mental health interventions. © 2023 Elsevier B.V., All rights reserved."
201,0,0.5584651545476689,"Background: Methamphetamine (MA) use disorder is associated with a large public health burden. Despite the therapeutic effects of psychosocial interventions based on current evidence, finding an approach to retain patients in treatment remains a real-world challenge. The rapid development of mobile health (mHealth) systems suggests the potential to provide real-time personalized care at any time and from any location, minimize barriers to treatment, maximize use, and promote the dissemination of accessible therapeutic tools in at-risk populations. Our study aimed to investigate the feasibility and effectiveness of chatbots for the treatment of MA use disorder. Method: The inclusion criteria were (a) a diagnosis of MA use disorder as defined by the DSM-5, (b) age between 18 and 65 years, (c) no acute exacerbation of severe mental illness during the initial assessment, such as schizophrenia or bipolar I disorder, (d) willingness to participate in standard outpatient treatment for ≥ 6 months, and (e) an Android phone. Participants were randomly allocated to either a chatbot-assisted therapy via smartphone (CAT) group or a control group following simple randomization procedures (computerized random numbers) without blinding. All participants were followed up for 6 months. Treatment retention and monthly urine test results were analyzed as outcome measures. Participants' satisfaction with CAT was also assessed. Results: In total, 50 and 49 participants were allocated to the CAT and control groups, respectively. There were no significant differences in retention time between the two treatment groups (df = 1, p = 0.099). The CAT group had fewer MA-positive urine samples than the control group (19.5% vs. 29.6%, F = 9.116, p = 0.003). The proportion of MA-positive urine samples was positively correlated with the frequency of MA use (r = 0.323, p = 0.001), severity of MA use disorder (r = 0.364, p < 0.001), and polysubstance use (r = 0.212, p = 0.035), and negatively correlated with readiness to change (r = −0.330, p = 0.001). Totally 55 participants completed the study at the 6-month follow-up and 60% reported relative satisfaction. Conclusion: Participants in this study had favorable acceptance and generally positive outcomes, which indicates that chatbot is feasible for treating people who use MA. © 2023 Elsevier B.V., All rights reserved."
202,2,1.0,"Background: Relational agents (RAs) have shown effectiveness in various health interventions with and without doctors and hospital facilities. In situations such as a pandemic like the COVID-19 pandemic when health care professionals (HCPs) and facilities are unable to cope with increased demands, RAs may play a major role in ameliorating the situation. However, they have not been well explored in this domain. Objective: This study aimed to design a prototypical RA in collaboration with COVID-19 patients and HCPs and test it with the potential users, for its ability to deliver services during a pandemic. Methods: The RA was designed and developed in collaboration with people with COVID-19 (n=21) and 2 groups of HCPs (n=19 and n=16, respectively) to aid COVID-19 patients at various stages by performing 4 main tasks: testing guidance, support during self-isolation, handling emergency situations, and promoting postrecovery mental well-being. A design validation survey was conducted with 98 individuals to evaluate the usability of the prototype using the System Usability Scale (SUS), and the participants provided feedback on the design. In addition, the RA’s usefulness and acceptability were rated by the participants using Likert scales. Results: In the design validation survey, the prototypical RA received an average SUS score of 58.82. Moreover, 90% (88/98) of participants perceived it to be helpful, and 69% (68/98) of participants accepted it as a viable alternative to HCPs. The prototypical RA received favorable feedback from the participants, and they were inclined to accept it as an alternative to HCPs in non-life-threatening scenarios despite the usability rating falling below the acceptable threshold. Conclusions: Based on participants’ feedback, we recommend further development of the RA with improved automation and emotional support, ability to provide information, tracking, and specific recommendations. © 2023 Elsevier B.V., All rights reserved."
203,1,0.4781036102602717,"Background: ChatGPT-4 is the latest release of a novel artificial intelligence (AI) chatbot able to answer freely formulated and complex questions. In the near future, ChatGPT could become the new standard for health care professionals and patients to access medical information. However, little is known about the quality of medical information provided by the AI. Objective: We aimed to assess the reliability of medical information provided by ChatGPT. Methods: Medical information provided by ChatGPT-4 on the 5 hepato-pancreatico-biliary (HPB) conditions with the highest global disease burden was measured with the Ensuring Quality Information for Patients (EQIP) tool. The EQIP tool is used to measure the quality of internet-available information and consists of 36 items that are divided into 3 subsections. In addition, 5 guideline recommendations per analyzed condition were rephrased as questions and input to ChatGPT, and agreement between the guidelines and the AI answer was measured by 2 authors independently. All queries were repeated 3 times to measure the internal consistency of ChatGPT. Results: Five conditions were identified (gallstone disease, pancreatitis, liver cirrhosis, pancreatic cancer, and hepatocellular carcinoma). The median EQIP score across all conditions was 16 (IQR 14.5-18) for the total of 36 items. Divided by subsection, median scores for content, identification, and structure data were 10 (IQR 9.5-12.5), 1 (IQR 1-1), and 4 (IQR 4-5), respectively. Agreement between guideline recommendations and answers provided by ChatGPT was 60% (15/25). Interrater agreement as measured by the Fleiss κ was 0.78 (P<.001), indicating substantial agreement. Internal consistency of the answers provided by ChatGPT was 100%. Conclusions: ChatGPT provides medical information of comparable quality to available static internet information. Although currently of limited quality, large language models could become the future standard for patients and health care professionals to gather medical information. © 2023 Elsevier B.V., All rights reserved."
204,-1,0.27642947222676356,"Purpose: A comprehensive health history contributes to identifying the most appropriate interventions and care priorities. However, history-taking is challenging to learn and develop for most nursing students. Chatbot was suggested by students to be used in history-taking training. Still, there is a lack of clarity regarding the needs of nursing students in these programs. This study aimed to explore nursing students’ needs and essential components of chatbot-based history-taking instruction program. Methods: This was a qualitative study. Four focus groups, with a total of 22 nursing students, were recruited. Colaizzi's phenomenological methodology was used to analyze the qualitative data generated from the focus group discussions. Results: Three main themes and 12 subthemes emerged. The main themes included limitations of clinical practice for history-taking, perceptions of chatbot used in history-taking instruction programs, and the need for history-taking instruction programs using chatbot. Students had limitations in clinical practice for history-taking. When developing chatbot-based history-taking instruction programs, the development should reflect students’ needs, including feedback from the chatbot system, diverse clinical situations, chances to practice nontechnical skills, a form of chatbot (i.e., humanoid robots or cyborgs), the role of teachers (i.e., sharing experience and providing advice) and training before the clinical practice. Conclusion: Nursing students had limitations in clinical practice for history-taking and high expectations for chatbot-based history-taking instruction programs. © 2023 Elsevier B.V., All rights reserved."
205,4,1.0,"Background: HIV incidence rates have increased in adolescent men who have sex with men (AMSM) and adolescent transgender women (ATGW). Thus, it is essential to promote access to HIV prevention, including pre-exposure prophylaxis (PrEP), among these groups. Moreover, using artificial intelligence and online social platforms to create demand and access to health care services are essential tools for adolescents and youth. Objective: This study aims to describe the participative process of developing a chatbot using artificial intelligence to create demand for PrEP use among AMSM and ATGW in Brazil. Furthermore, it analyzes the chatbot’s acceptability, functionality, and usability and its results on the demand creation for PrEP. Methods: The chatbot Amanda Selfie integrates the demand creation strategies based on social networks (DCSSNs) of the PrEP1519 study. She was conceived as a Black transgender woman and to function as a virtual peer educator. The development process occurred in 3 phases (conception, trial, and final version) and lasted 21 months. A mixed methodology was used for the evaluations. Qualitative approaches, such as in-depth adolescent interviews, were used to analyze acceptability and usability, while quantitative methods were used to analyze the functionality and result of the demand creation for PrEP based on interactions with Amanda and information from health care services about using PrEP. To evaluate Amanda’s result on the demand creation for PrEP, we analyzed sociodemographic profiles of adolescents who interacted at least once with her and developed a cascade model containing the number of people at various stages between the first interaction and initiation of PrEP (PrEP uptake). These indicators were compared with other DCSs developed in the PrEP1519 study using chi-square tests and residual analysis (P=.05). Results: Amanda Selfie was well accepted as a peer educator, clearly and objectively communicating on topics such as gender identity, sexual experiences, HIV, and PrEP. The chatbot proved appropriate for answering questions in an agile and confidential manner, using the language used by AMSM and ATGW and with a greater sense of security and less judgment. The interactions with Amanda Selfie combined with a health professional were well evaluated and improved the appointment scheduling. The chatbot interacted with most people (757/1239, 61.1%) reached by the DCSSNs. However, when compared with the other DCSSNs, Amanda was not efficient in identifying AMSM/ATGW (359/482, 74.5% vs 130/757, 17.2% of total interactions, respectively) and in PrEP uptake (90/359, 25.1% vs 19/130, 14.6%). The following profiles were associated (P<.001) with Amanda Selfie’s demand creation, when compared with other DCS: ATGW and adolescents with higher levels of schooling and White skin color. Conclusions: Using a chatbot to create PrEP demand among AMSM and ATGW was well accepted, especially for ATGW with higher levels of schooling. A complimentary dialog with a health professional increased PrEP uptake, although it remained lower than the results of the other DCSSNs. © 2023 Elsevier B.V., All rights reserved."
